,Latitude,Longitude,Altitude (m), Vl (km/h)
2240,45.95767863,-66.62830193,-22.589,-0.529
2241,45.95768289,-66.6283102,-22.601,-0.61
2242,45.95768652,-66.62831917,-22.615,-0.715
2243,45.95768974,-66.62832871,-22.619,-0.816
2244,45.95769267,-66.62833858,-22.626,-0.86
2245,45.95769523,-66.62834858,-22.631,-0.909
2246,45.95769703,-66.62835909,-22.636,-1.029
2247,45.95769805,-66.62837028,-22.642,-1.128
2248,45.9576986,-66.62838159,-22.648,-1.245
2249,45.95769899,-66.62839281,-22.657,-1.248
2250,45.95769898,-66.62840409,-22.665,-1.29
2251,45.95769867,-66.6284157,-22.672,-1.277
2252,45.95769873,-66.62842704,-22.679,-1.281
2253,45.95769975,-66.6284376,-22.68,-1.125
2254,45.95770129,-66.62844753,-22.693,-1.007
2255,45.95770257,-66.62845795,-22.696,-0.905
2256,45.95770332,-66.62846892,-22.7,-0.989
2257,45.9577041,-66.62848007,-22.707,-1.035
2258,45.95770495,-66.62849117,-22.714,-1.071
2259,45.95770633,-66.62850196,-22.716,-1.035
2260,45.95770822,-66.6285123,-22.721,-0.884
2261,45.95771004,-66.62852252,-22.729,-0.891
2262,45.95771155,-66.62853318,-22.728,-0.936
2263,45.95771213,-66.62854457,-22.733,-1.09
2264,45.95771228,-66.62855632,-22.734,-1.217
2265,45.95771238,-66.62856803,-22.733,-1.285
2266,45.95771295,-66.62857932,-22.733,-1.297
2267,45.95771413,-66.62859008,-22.727,-1.105
2268,45.95771559,-66.62860061,-22.73,-1.043
2269,45.9577169,-66.62861129,-22.731,-0.981
2270,45.95771805,-66.62862218,-22.731,-1.058
2271,45.95771932,-66.62863295,-22.728,-1.057
2272,45.95772085,-66.62864344,-22.733,-1.083
2273,45.95772255,-66.62865391,-22.727,-1.073
2274,45.95772442,-66.62866424,-22.725,-1.042
2275,45.95772641,-66.62867457,-22.721,-1.031
2276,45.95772842,-66.62868489,-22.715,-0.969
2277,45.95773058,-66.62869495,-22.713,-0.955
2278,45.95773264,-66.62870496,-22.705,-0.919
2279,45.95773462,-66.62871496,-22.697,-0.924
2280,45.95773623,-66.62872536,-22.696,-1.017
2281,45.95773701,-66.62873658,-22.69,-1.129
2282,45.95773729,-66.62874832,-22.686,-1.262
2283,45.95773799,-66.62875971,-22.679,-1.203
2284,45.95773949,-66.62876998,-22.675,-1.12
2285,45.9577415,-66.62877953,-22.669,-0.923
2286,45.95774308,-66.62878952,-22.67,-0.899
2287,45.95774424,-66.62880021,-22.67,-0.968
2288,45.95774541,-66.62881098,-22.667,-0.983
2289,45.95774682,-66.62882143,-22.666,-0.982
2290,45.95774815,-66.62883184,-22.658,-0.967
2291,45.9577488,-66.62884275,-22.66,-0.988
2292,45.95774814,-66.62885443,-22.656,-1.177
2293,45.95774685,-66.6288664,-22.655,-1.251
2294,45.95774552,-66.62887815,-22.657,-1.313
2295,45.95774438,-66.62888979,-22.651,-1.312
2296,45.95774352,-66.62890138,-22.653,-1.318
2297,45.95774274,-66.62891295,-22.654,-1.242
2298,45.95774215,-66.62892446,-22.653,-1.197
2299,45.95774158,-66.62893602,-22.659,-1.225
2300,45.95774091,-66.62894774,-22.653,-1.25
2301,45.95773965,-66.62895965,-22.649,-1.293
2302,45.95773685,-66.62897175,-22.649,-1.446
2303,45.95773156,-66.62898381,-22.652,-1.548
2304,45.95772365,-66.62899476,-22.648,-1.609
2305,45.95771361,-66.62900321,-22.645,-1.573
2306,45.95770183,-66.62900851,-22.645,-1.446
2307,45.95768907,-66.62900961,-22.642,-1.09
2308,45.95767614,-66.62900642,-22.645,-0.766
2309,45.95766355,-66.62900147,-22.646,-0.901
2310,45.95765136,-66.62899746,-22.641,-1.179
2311,45.95763938,-66.628995,-22.635,-1.16
2312,45.95762733,-66.62899323,-22.635,-0.971
2313,45.95761511,-66.62899098,-22.632,-0.773
2314,45.95760296,-66.62898686,-22.631,-0.38
2315,45.95759114,-66.62897961,-22.635,-0.129
2316,45.95757958,-66.62897077,-22.639,-0.271
2317,45.95756778,-66.62896339,-22.641,-0.539
2318,45.95755557,-66.62895891,-22.636,-0.523
2319,45.95754319,-66.62895556,-22.636,-0.208
2320,45.95753092,-66.62895106,-22.638,0.06
2321,45.95751867,-66.6289446,-22.637,0.111
2322,45.95750656,-66.62893673,-22.631,0.005
2323,45.95749424,-66.62892933,-22.627,-0.155
2324,45.95748149,-66.62892328,-22.631,-0.213
2325,45.95746864,-66.62891793,-22.633,-0.049
2326,45.9574558,-66.62891189,-22.636,0.155
2327,45.95744305,-66.62890489,-22.647,0.112
2328,45.95743042,-66.62889735,-22.65,0.033
2329,45.95741793,-66.6288896,-22.656,-0.048
2330,45.95740549,-66.62888212,-22.665,-0.072
2331,45.95739305,-66.62887466,-22.664,-0.085
2332,45.9573807,-66.62886702,-22.668,-0.022
2333,45.95736859,-66.62885898,-22.668,0.05
2334,45.95735671,-66.62885018,-22.668,0.102
2335,45.9573449,-66.62884108,-22.666,-0.023
2336,45.95733309,-66.62883231,-22.671,-0.003
2337,45.95732127,-66.62882373,-22.67,0.103
2338,45.95730952,-66.62881478,-22.664,0.249
2339,45.95729818,-66.62880469,-22.658,0.308
2340,45.95728725,-66.62879373,-22.656,0.282
2341,45.95727649,-66.62878248,-22.653,0.288
2342,45.95726634,-66.62877097,-22.644,0.346
2343,45.95725673,-66.62875873,-22.63,0.473
2344,45.95724738,-66.62874612,-22.629,0.518
2345,45.95723808,-66.62873334,-22.613,0.619
2346,45.95722861,-66.62872061,-22.608,0.658
2347,45.95721979,-66.62870751,-22.585,0.783
2348,45.95721207,-66.62869309,-22.584,0.93
2349,45.95720459,-66.62867837,-22.577,0.62
2350,45.95719616,-66.62866519,-22.569,0.35
2351,45.9571873,-66.62865331,-22.618,0.496
2352,45.95717816,-66.6286411,-22.663,0.748
2353,45.95716905,-66.6286279,-22.615,0.695
2354,45.95715978,-66.6286157,-22.596,0.528
2355,45.95715013,-66.62860504,-22.57,0.441
2356,45.95714053,-66.62859422,-22.582,0.499
2357,45.95713153,-66.62858248,-22.584,0.648
2358,45.95712322,-66.62856974,-22.594,0.834
2359,45.95711483,-66.62855558,-22.602,0.58
2360,45.95710532,-66.6285428,-22.601,0.212
2361,45.95709297,-66.62853202,-22.492,0.031
2362,45.95708049,-66.62852408,-22.487,0.217
2363,45.95706918,-66.62851586,-22.482,0.398
2364,45.95705817,-66.62850652,-22.455,0.317
2365,45.9570472,-66.62849712,-22.465,0.048
2366,45.95703573,-66.62848889,-22.491,-0.092
2367,45.95702421,-66.62848085,-22.502,0.015
2368,45.95701286,-66.62847157,-22.521,0.181
2369,45.95700236,-66.62846021,-22.56,0.345
2370,45.95699194,-66.62844773,-22.596,0.085
2371,45.95698108,-66.62843642,-22.608,-0.225
2372,45.95696987,-66.62842696,-22.634,-0.226
2373,45.95695888,-66.62841738,-22.644,0.093
2374,45.95694875,-66.62840592,-22.663,0.342
2375,45.95693852,-66.62839328,-22.655,0.204
2376,45.95692763,-66.6283827,-22.652,-0.324
2377,45.95691548,-66.62837652,-22.664,-0.483
2378,45.95690299,-66.62837316,-22.679,-0.497
2379,45.95689074,-66.62837102,-22.701,-0.467
2380,45.9568785,-66.62836964,-22.697,-0.527
2381,45.95686604,-66.628369,-22.693,-0.614
2382,45.95685355,-66.62836926,-22.69,-0.668
2383,45.95684094,-66.62836992,-22.685,-0.664
2384,45.95682827,-66.62837095,-22.679,-0.88
2385,45.9568157,-66.62837351,-22.663,-1.085
2386,45.95680378,-66.62837828,-22.647,-1.287
2387,45.956793,-66.62838523,-22.634,-1.348
2388,45.95678344,-66.62839353,-22.619,-1.307
2389,45.95677486,-66.62840288,-22.6,-1.294
2390,45.95676711,-66.62841279,-22.578,-1.315
2391,45.95675997,-66.62842326,-22.536,-1.295
2392,45.95675354,-66.62843407,-22.49,-1.462
2393,45.95674737,-66.62844498,-22.442,-1.316
2394,45.95674071,-66.62845574,-22.409,-1.474
2395,45.95673413,-66.62846696,-22.371,-1.607
2396,45.95672885,-66.62847856,-22.327,-1.681
2397,45.95672543,-66.62849026,-22.272,-1.459
2398,45.95672265,-66.62850165,-22.228,-1.3
2399,45.95671963,-66.62851291,-22.181,-1.179
2400,45.95671626,-66.62852446,-22.145,-1.359
2401,45.95671321,-66.62853629,-22.11,-1.418
2402,45.95671064,-66.62854813,-22.072,-1.388
2403,45.95670834,-66.62856005,-22.039,-1.282
2404,45.95670633,-66.6285719,-22.006,-1.331
2405,45.95670463,-66.62858372,-21.979,-1.32
2406,45.95670307,-66.62859554,-21.96,-1.303
2407,45.95670192,-66.62860727,-21.932,-1.229
2408,45.95670091,-66.62861898,-21.911,-1.229
2409,45.95670004,-66.6286305,-21.887,-1.173
2410,45.95669906,-66.62864214,-21.862,-1.152
2411,45.95669888,-66.6286533,-21.841,-1.123
2412,45.9566993,-66.6286641,-21.809,-1.056
2413,45.95669975,-66.62867476,-21.78,-1.026
2414,45.95669995,-66.62868543,-21.752,-1.028
2415,45.95670029,-66.62869653,-21.722,-1.047
2416,45.95670101,-66.62870694,-21.701,-0.979
2417,45.95670199,-66.62871768,-21.69,-1.066
2418,45.95670328,-66.62872786,-21.676,-0.981
2419,45.9567047,-66.62873799,-21.665,-0.947
2420,45.95670608,-66.62874778,-21.65,-0.935
2421,45.95670728,-66.62875758,-21.634,-0.948
2422,45.95670837,-66.62876767,-21.624,-0.944
2423,45.95670979,-66.62877757,-21.605,-0.927
2424,45.95671198,-66.62878663,-21.589,-0.84
2425,45.95671473,-66.62879504,-21.574,-0.73
2426,45.95671787,-66.62880279,-21.554,-0.606
2427,45.95672113,-66.62881021,-21.537,-0.578
2428,45.95672441,-66.62881786,-21.527,-0.533
2429,45.95672756,-66.62882585,-21.514,-0.611
2430,45.95673069,-66.62883398,-21.509,-0.609
2431,45.95673406,-66.62884173,-21.5,-0.582
2432,45.95673811,-66.62884825,-21.5,-0.458
2433,45.95674258,-66.62885368,-21.494,-0.285
2434,45.95674702,-66.62885911,-21.488,-0.275
2435,45.95675123,-66.62886519,-21.48,-0.337
2436,45.95675516,-66.62887207,-21.473,-0.457
2437,45.95675905,-66.62887896,-21.466,-0.477
2438,45.95676331,-66.62888501,-21.459,-0.467
2439,45.95676779,-66.62889033,-21.444,-0.414
2440,45.95677223,-66.62889564,-21.462,-0.448
2441,45.95677657,-66.62890176,-21.486,-0.495
2442,45.95678047,-66.62890918,-21.504,-0.664
2443,45.95678403,-66.62891701,-21.511,-0.78
2444,45.95678738,-66.62892468,-21.507,-0.827
2445,45.95679085,-66.62893229,-21.507,-0.836
2446,45.95679434,-66.62893984,-21.529,-0.83
2447,45.95679781,-66.62894756,-21.545,-0.876
2448,45.9568009,-66.62895591,-21.546,-0.948
2449,45.95680346,-66.62896508,-21.538,-0.97
2450,45.95680644,-66.6289743,-21.551,-0.883
2451,45.95681059,-66.62898218,-21.566,-0.545
2452,45.95681526,-66.62898855,-21.569,-0.335
2453,45.95681942,-66.6289957,-21.592,-0.294
2454,45.95682268,-66.62900451,-21.597,-0.568
2455,45.95682456,-66.62901451,-21.578,-1.0
2456,45.95682562,-66.62902585,-21.576,-1.299
2457,45.95682686,-66.62903663,-21.571,-1.321
2458,45.95682921,-66.6290459,-21.58,-1.115
2459,45.95683198,-66.62905408,-21.571,-0.796
2460,45.9568344,-66.62906259,-21.575,-0.779
2461,45.9568366,-66.62907148,-21.585,-0.801
2462,45.95683903,-66.62908055,-21.601,-0.849
2463,45.95684191,-66.62908916,-21.612,-0.704
2464,45.95684504,-66.62909752,-21.619,-0.689
2465,45.95684803,-66.62910607,-21.637,-0.673
2466,45.95685057,-66.62911498,-21.666,-0.726
2467,45.95685284,-66.62912423,-21.702,-0.871
2468,45.95685477,-66.62913371,-21.733,-0.887
2469,45.95685684,-66.62914325,-21.758,-0.921
2470,45.95685923,-66.62915183,-21.782,-0.864
2471,45.95686191,-66.62915982,-21.805,-0.789
2472,45.95686463,-66.62916772,-21.832,-0.664
2473,45.95686737,-66.62917591,-21.854,-0.727
2474,45.95687012,-66.62918416,-21.875,-0.691
2475,45.9568725,-66.62919299,-21.901,-0.806
2476,45.95687433,-66.62920233,-21.92,-0.893
2477,45.95687595,-66.62921186,-21.941,-0.993
2478,45.95687827,-66.62922061,-21.961,-0.976
2479,45.95688154,-66.62922789,-21.98,-0.705
2480,45.95688544,-66.62923408,-21.989,-0.576
2481,45.956889,-66.62924032,-22.004,-0.49
2482,45.956892,-66.62924794,-22.011,-0.603
2483,45.95689474,-66.62925596,-22.006,-0.701
2484,45.95689805,-66.62926283,-22.001,-0.675
2485,45.95690175,-66.62926871,-21.992,-0.603
2486,45.95690515,-66.62927525,-21.995,-0.571
2487,45.95690818,-66.62928291,-21.988,-0.67
2488,45.95691137,-66.62929059,-21.983,-0.699
2489,45.95691507,-66.62929754,-21.977,-0.6
2490,45.95691903,-66.62930384,-21.963,-0.568
2491,45.95692273,-66.62931013,-21.949,-0.508
2492,45.95692641,-66.6293169,-21.939,-0.516
2493,45.95693022,-66.62932385,-21.932,-0.52
2494,45.95693428,-66.62932976,-21.91,-0.401
2495,45.9569387,-66.62933483,-21.887,-0.342
2496,45.95694291,-66.62933947,-21.851,-0.271
2497,45.95694719,-66.62934495,-21.829,-0.288
2498,45.95695136,-66.62935067,-21.8,-0.353
2499,45.95695547,-66.62935653,-21.773,-0.401
2500,45.9569597,-66.62936253,-21.741,-0.419
2501,45.95696363,-66.62936798,-21.698,-0.404
2502,45.95696764,-66.6293735,-21.651,-0.359
2503,45.95697163,-66.62937972,-21.626,-0.446
2504,45.95697481,-66.62938589,-21.596,-0.525
2505,45.95697849,-66.62939278,-21.579,-0.463
2506,45.95698272,-66.62940012,-21.59,-0.46
2507,45.95698706,-66.62940608,-21.564,-0.434
2508,45.95699209,-66.62941211,-21.563,-0.383
2509,45.95699626,-66.62941749,-21.545,-0.342
2510,45.95700028,-66.62942344,-21.533,-0.411
2511,45.95700411,-66.62942836,-21.492,-0.421
2512,45.95700819,-66.62943427,-21.484,-0.486
2513,45.95701226,-66.62944009,-21.463,-0.516
2514,45.95701477,-66.62944554,-21.366,-0.564
2515,45.95701705,-66.62945061,-21.265,-0.562
2516,45.95702027,-66.62945509,-21.184,-0.412
2517,45.95702417,-66.62945986,-21.123,-0.332
2518,45.95702842,-66.62946511,-21.108,-0.381
2519,45.95703308,-66.62947158,-21.155,-0.422
2520,45.95703713,-66.62947853,-21.161,-0.416
2521,45.95704214,-66.62948489,-21.24,-0.384
2522,45.95704689,-66.62948999,-21.271,-0.349
2523,45.95705101,-66.62949453,-21.239,-0.291
2524,45.95705521,-66.6294997,-21.224,-0.274
2525,45.95705897,-66.6295056,-21.181,-0.402
2526,45.95706236,-66.62951219,-21.125,-0.547
2527,45.95706529,-66.62951974,-21.055,-0.704
2528,45.95706772,-66.6295279,-20.982,-0.822
2529,45.95706997,-66.62953652,-20.946,-0.913
2530,45.95707229,-66.6295442,-20.923,-0.754
2531,45.95707592,-66.62954971,-20.916,-0.598
2532,45.95708076,-66.62955265,-20.912,-0.324
2533,45.95708508,-66.62955537,-20.886,-0.151
2534,45.95708917,-66.6295597,-20.889,-0.146
2535,45.95709273,-66.6295659,-20.875,-0.31
2536,45.95709629,-66.62957247,-20.877,-0.395
2537,45.95710036,-66.62957815,-20.868,-0.36
2538,45.95710467,-66.62958304,-20.862,-0.251
2539,45.95710883,-66.62958815,-20.862,-0.342
2540,45.95711265,-66.62959426,-20.85,-0.431
2541,45.95711609,-66.62960156,-20.842,-0.549
2542,45.95711959,-66.6296085,-20.844,-0.6
2543,45.9571236,-66.62961442,-20.834,-0.523
2544,45.95712788,-66.62961979,-20.826,-0.358
2545,45.95713234,-66.62962512,-20.816,-0.285
2546,45.95713758,-66.62962931,-20.822,-0.093
2547,45.95714335,-66.62963054,-20.814,0.188
2548,45.95714935,-66.62962913,-20.814,0.411
2549,45.9571548,-66.62962822,-20.815,0.448
2550,45.95716023,-66.62962932,-20.814,0.369
2551,45.9571659,-66.62963084,-20.822,0.272
2552,45.95717168,-66.62963064,-20.823,0.349
2553,45.95717724,-66.62962923,-20.831,0.439
2554,45.95718277,-66.62962778,-20.829,0.462
2555,45.95718863,-66.62962674,-20.829,0.491
2556,45.95719486,-66.62962455,-20.828,0.608
2557,45.95720075,-66.62961901,-20.832,0.809
2558,45.95720563,-66.62961026,-20.841,1.146
2559,45.95720946,-66.62959956,-20.844,1.335
2560,45.95721282,-66.62958867,-20.844,1.41
2561,45.95721675,-66.62957965,-20.843,1.397
2562,45.95722182,-66.62957343,-20.848,1.053
2563,45.95722768,-66.62956934,-20.85,0.816
2564,45.95723356,-66.62956549,-20.845,0.713
2565,45.95723913,-66.62956092,-20.85,0.711
2566,45.957245,-66.6295563,-20.845,0.698
2567,45.95725083,-66.62955241,-20.854,0.643
2568,45.95725682,-66.6295495,-20.865,0.554
2569,45.95726292,-66.6295473,-20.869,0.495
2570,45.95726915,-66.6295453,-20.88,0.426
2571,45.95727533,-66.62954344,-20.902,0.378
2572,45.95728148,-66.62954223,-20.927,0.31
2573,45.95728787,-66.62954136,-20.946,0.294
2574,45.95729438,-66.62954029,-20.96,0.304
2575,45.95730073,-66.62953904,-20.98,0.386
2576,45.95730696,-66.62953831,-21.008,0.385
2577,45.95731353,-66.6295385,-21.026,0.281
2578,45.95731987,-66.62953928,-21.045,0.27
2579,45.95732625,-66.62953954,-21.042,0.27
2580,45.9573324,-66.62953957,-21.046,0.29
2581,45.95733884,-66.62953963,-21.071,0.327
2582,45.95734496,-66.62953956,-21.087,0.332
2583,45.95735107,-66.62953907,-21.083,0.364
2584,45.9573571,-66.62953787,-21.099,0.427
2585,45.9573633,-66.62953558,-21.111,0.607
2586,45.9573692,-66.62953246,-21.126,0.662
2587,45.95737512,-66.62952923,-21.135,0.658
2588,45.9573812,-66.62952711,-21.132,0.551
2589,45.95738733,-66.62952607,-21.142,0.437
2590,45.95739365,-66.62952528,-21.158,0.35
2591,45.95739973,-66.62952372,-21.164,0.354
2592,45.95740566,-66.62952199,-21.179,0.431
2593,45.95741161,-66.62952061,-21.193,0.38
2594,45.95741777,-66.62951972,-21.207,0.33
2595,45.95742394,-66.62951835,-21.212,0.382
2596,45.95743001,-66.62951563,-21.223,0.428
2597,45.95743599,-66.62951228,-21.225,0.55
2598,45.95744207,-66.62950977,-21.249,0.54
2599,45.95744838,-66.62950818,-21.27,0.5
2600,45.95745461,-66.62950668,-21.279,0.468
2601,45.95746074,-66.62950484,-21.295,0.416
2602,45.95746688,-66.62950298,-21.308,0.397
2603,45.95747308,-66.62950175,-21.322,0.356
2604,45.95747929,-66.62950087,-21.339,0.271
2605,45.95748559,-66.62950025,-21.37,0.25
2606,45.95749184,-66.6294998,-21.408,0.201
2607,45.95749803,-66.62949913,-21.438,0.238
2608,45.95750427,-66.62949854,-21.476,0.236
2609,45.9575106,-66.62949794,-21.513,0.295
2610,45.95751689,-66.62949664,-21.545,0.354
2611,45.95752316,-66.62949372,-21.575,0.573
2612,45.95752912,-66.62948865,-21.598,0.872
2613,45.95753452,-66.62948121,-21.625,1.092
2614,45.95753904,-66.62947173,-21.652,1.35
2615,45.95754261,-66.62946076,-21.666,1.479
2616,45.95754525,-66.62944855,-21.682,1.63
2617,45.95754675,-66.62943521,-21.695,1.72
2618,45.9575473,-66.62942135,-21.702,1.731
2619,45.95754763,-66.62940786,-21.718,1.764
2620,45.95754878,-66.62939507,-21.722,1.762
2621,45.95755086,-66.62938275,-21.733,1.602
2622,45.95755268,-66.62936991,-21.738,1.442
2623,45.95755316,-66.62935621,-21.734,1.397
2624,45.95755244,-66.6293421,-21.729,1.495
2625,45.95755214,-66.62932868,-21.727,1.632
2626,45.95755338,-66.62931628,-21.728,1.526
2627,45.95755621,-66.62930532,-21.731,1.366
2628,45.95755961,-66.62929488,-21.729,1.199
2629,45.95756161,-66.62928304,-21.723,1.038
2630,45.95756124,-66.62926965,-21.724,1.143
2631,45.95755998,-66.62925595,-21.721,1.436
2632,45.95755876,-66.62924205,-21.726,1.481
2633,45.95755673,-66.62922758,-21.731,1.329
2634,45.95755218,-66.62921326,-21.724,1.145
2635,45.95754481,-66.6292006,-21.719,0.988
2636,45.95753545,-66.62919062,-21.718,0.819
2637,45.957525,-66.62918357,-21.723,0.539
2638,45.95751392,-66.62917955,-21.727,0.124
2639,45.95750292,-66.62917781,-21.728,-0.014
2640,45.95749226,-66.62917552,-21.729,0.225
2641,45.95748158,-66.62917099,-21.732,0.41
2642,45.95747037,-66.62916501,-21.737,0.047
2643,45.95745832,-66.62916061,-21.745,-0.53
2644,45.95744604,-66.6291589,-21.746,-0.706
2645,45.95743407,-66.62915804,-21.749,-0.523
2646,45.95742219,-66.62915563,-21.744,-0.328
2647,45.95741003,-66.62915113,-21.744,-0.303
2648,45.95739765,-66.62914584,-21.742,-0.547
2649,45.9573853,-66.62914097,-21.737,-0.571
2650,45.95737281,-66.62913636,-21.728,-0.46
2651,45.95736024,-66.62913119,-21.733,-0.307
2652,45.95734769,-66.62912516,-21.731,-0.221
2653,45.95733524,-66.62911864,-21.728,-0.123
2654,45.95732266,-66.62911217,-21.728,-0.255
2655,45.95730968,-66.62910753,-21.735,-0.594
2656,45.95729675,-66.62910485,-21.733,-0.433
2657,45.95728422,-66.62910162,-21.739,-0.04
2658,45.95727192,-66.62909613,-21.748,0.067
2659,45.95725993,-66.62908933,-21.753,-0.03
2660,45.9572477,-66.62908365,-21.755,-0.424
2661,45.95723525,-66.62908081,-21.746,-0.624
2662,45.957223,-66.62907949,-21.744,-0.422
2663,45.95721087,-66.62907732,-21.745,-0.102
2664,45.957199,-66.62907241,-21.744,0.075
2665,45.95718738,-66.62906555,-21.751,-0.243
2666,45.95717596,-66.62905894,-21.756,-0.558
2667,45.95716424,-66.62905351,-21.736,-0.543
2668,45.95715247,-66.62904892,-21.744,-0.303
2669,45.95714033,-66.62904391,-21.747,-0.115
2670,45.95712803,-66.62903844,-21.759,-0.371
2671,45.95711524,-66.62903485,-21.747,-0.564
2672,45.95709991,-66.62903337,-21.612,-0.497
2673,45.95708531,-66.62903376,-21.673,-0.064
2674,45.95707166,-66.62903198,-21.8,0.128
2675,45.95705869,-66.62902801,-21.86,-0.039
2676,45.95704569,-66.62902512,-21.865,-0.223
2677,45.95703276,-66.62902199,-21.861,-0.344
2678,45.95702057,-66.6290205,-21.978,-0.072
2679,45.9570083,-66.6290167,-21.972,-0.102
2680,45.9569952,-66.62901345,-21.946,-0.418
2681,45.95698241,-66.62901237,-21.901,-0.375
2682,45.95697006,-66.62901079,-21.876,-0.129
2683,45.95695681,-66.6290078,-21.849,-0.22
2684,45.95694428,-66.6290051,-21.813,-0.596
2685,45.95693167,-66.62900462,-21.787,-0.864
2686,45.95691937,-66.62900548,-21.796,-0.631
2687,45.9569074,-66.62900463,-21.794,-0.397
2688,45.95689536,-66.62900057,-21.797,-0.284
2689,45.95688329,-66.62899467,-21.815,-0.443
2690,45.95687143,-66.62898922,-21.805,-0.445
2691,45.95685991,-66.6289839,-21.811,-0.274
2692,45.95684791,-66.62897943,-21.803,-0.438
2693,45.95683521,-66.62897742,-21.833,-0.768
2694,45.95682265,-66.62897811,-21.84,-0.772
2695,45.95681072,-66.62898033,-21.814,-0.724
2696,45.9567989,-66.62898272,-21.805,-0.601
2697,45.95678688,-66.62898537,-21.833,-0.644
2698,45.95677511,-66.62898842,-21.835,-0.849
2699,45.95676382,-66.6289926,-21.851,-1.11
2700,45.9567542,-66.6289993,-21.856,-1.354
2701,45.95674722,-66.62900847,-21.858,-1.263
2702,45.95674255,-66.62901827,-21.874,-1.181
2703,45.95674009,-66.62902793,-21.879,-1.078
2704,45.95673994,-66.6290364,-21.877,-0.83
2705,45.95674191,-66.62904268,-21.885,-0.495
2706,45.95674541,-66.62904587,-21.889,-0.051
2707,45.9567496,-66.62904551,-21.898,0.404
2708,45.95675345,-66.62904319,-21.903,0.724
2709,45.95675722,-66.62904058,-21.899,0.931
2710,45.95676129,-66.62903742,-21.909,1.045
2711,45.95676543,-66.62903339,-21.909,0.988
2712,45.95676965,-66.62902937,-21.908,0.969
2713,45.9567741,-66.62902634,-21.906,0.863
2714,45.95677888,-66.62902283,-21.909,0.744
2715,45.95678325,-66.62901663,-21.908,0.985
2716,45.95678644,-66.62900796,-21.899,1.174
2717,45.95678905,-66.62899834,-21.895,1.464
2718,45.95679215,-66.62898925,-21.896,1.564
2719,45.95679568,-66.62897986,-21.894,1.43
2720,45.95679885,-66.62896946,-21.891,1.28
2721,45.95680198,-66.62895862,-21.886,1.342
2722,45.95680547,-66.62894773,-21.883,1.394
2723,45.95680868,-66.62893581,-21.884,1.369
2724,45.95681095,-66.62892331,-21.884,1.465
2725,45.95681319,-66.62891088,-21.885,1.463
2726,45.95681579,-66.62889943,-21.888,1.545
2727,45.95681882,-66.62888836,-21.902,1.403
2728,45.95682143,-66.6288768,-21.904,1.366
2729,45.95682352,-66.62886506,-21.907,1.384
2730,45.95682609,-66.62885345,-21.906,1.39
2731,45.95682876,-66.62884243,-21.913,1.413
2732,45.95683138,-66.62883066,-21.907,1.265
2733,45.95683296,-66.62881798,-21.909,1.292
2734,45.95683408,-66.62880526,-21.91,1.454
2735,45.95683573,-66.62879307,-21.915,1.579
2736,45.95683807,-66.62878141,-21.915,1.633
2737,45.95684046,-66.62876942,-21.912,1.465
2738,45.95684189,-66.62875636,-21.911,1.406
2739,45.95684231,-66.6287428,-21.909,1.53
2740,45.95684291,-66.62872935,-21.913,1.666
2741,45.95684344,-66.62871566,-21.924,1.689
2742,45.95684362,-66.62870153,-21.93,1.607
2743,45.95684384,-66.62868764,-21.93,1.634
2744,45.95684464,-66.62867427,-21.929,1.672
2745,45.95684584,-66.62866067,-21.926,1.591
2746,45.95684645,-66.62864668,-21.926,1.565
2747,45.95684606,-66.62863213,-21.919,1.597
2748,45.95684533,-66.62861775,-21.909,1.713
2749,45.95684563,-66.62860413,-21.898,1.653
2750,45.9568473,-66.6285913,-21.896,1.613
2751,45.95684983,-66.62857916,-21.889,1.302
2752,45.95685214,-66.62856733,-21.881,1.292
2753,45.95685442,-66.62855571,-21.871,1.247
2754,45.95685693,-66.62854434,-21.863,1.231
2755,45.95686008,-66.62853361,-21.867,1.346
2756,45.95686303,-66.62852394,-21.859,1.129
2757,45.95686467,-66.6285155,-21.86,1.071
2758,45.95686515,-66.6285075,-21.859,1.166
2759,45.95686453,-66.62849954,-21.848,1.288
2760,45.95686302,-66.62849182,-21.84,1.345
2761,45.95686086,-66.62848462,-21.833,1.533
2762,45.95685871,-66.6284774,-21.823,1.684
2763,45.95685679,-66.62846794,-21.818,1.781
2764,45.9568544,-66.62845623,-21.81,1.618
2765,45.95685104,-66.6284433,-21.798,1.608
2766,45.95684729,-66.62842969,-21.785,1.757
2767,45.95684394,-66.62841621,-21.781,1.857
2768,45.95684229,-66.62840243,-21.769,1.875
2769,45.95684232,-66.62838901,-21.755,1.626
2770,45.95684335,-66.62837604,-21.741,1.472
2771,45.9568451,-66.62836381,-21.728,1.398
2772,45.95684742,-66.62835203,-21.707,1.29
2773,45.95685022,-66.62834085,-21.689,1.087
2774,45.95685382,-66.62833064,-21.679,0.98
2775,45.95685814,-66.62832249,-21.663,1.035
2776,45.95686289,-66.62831524,-21.646,0.723
2777,45.95686795,-66.62830922,-21.634,0.616
2778,45.95687338,-66.62830531,-21.625,0.441
2779,45.95687895,-66.62830355,-21.617,0.214
2780,45.95688442,-66.62830461,-21.607,-0.098
2781,45.95688929,-66.62830855,-21.597,-0.49
2782,45.95689324,-66.62831406,-21.585,-0.754
2783,45.95689689,-66.62831976,-21.574,-0.845
2784,45.95690081,-66.62832438,-21.566,-0.778
2785,45.95690514,-66.628328,-21.552,-0.647
